"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
1,1,0,"NP","0",0,0,"Mustang Daily"
2,1,0,"NP","0",0,0,"California Polytechnic State University San Luis Obispo"
3,1,0,"PI","0",0,0,"Volume 51 No. 99"
4,1,0,"PI","0",0,0,"Thursday, April 2,1987"
5,1,1,"HL","0",0,0,"14-year-old student tackles Poly"
6,1,1,"BL","0",0,0,"By Christine C. Temple"
7,1,1,"BL","0",0,0,"Staff Writer"
8,1,1,"TXT","1",0,0,"If a dark-brown haired, hazeleyed girl quotes a few excerpts from Hamlet or Chaucer’s Canterbury Tales, and in the same breath says she’s 14 years old, it’s not April Fools’ Day. Christ! Jones, a 5’2” resident of Grover City, began classes at Cal Poly this quarter without receiving a high school diploma."
9,1,1,"TXT","2",0,0,"Exhibiting intelligence beyond her junior high school peers, Jones and her mother began a “home school’’ where she studied an average of eight hours per day in her home. Before then, Jones attended public schools through seventh grade, but like many other students, grew bored with the environment. The lack of academic challenge left her unsatisfied with her formal education."
10,1,1,"TXT","3",0,0,"Eventually a Cal Poly admissions officer heard of her situation and, with his help, Jones found herself at Cal Poly."
11,1,1,"TXT","4",0,0,"Jones accepted Cal Poly’s invitation to attend because “of their genuine interest in the students’ welfare,’’ she said. “Cal Poly was interested in my ability to get an education, and the food was amazingly good.’’"
12,1,1,"TXT","5",0,0,"Having spent most of her life around adults and feeling less comfortable with children her own age put quite a strain on Jones. “It was almost as though there were two me’s,” she said."
13,1,1,"TXT","6",0,0,".At home, however, her mother could match subject matter with her level of understanding. “I could be me, a whole person,’’ Jones said."
14,1,1,"TXT","7",0,0,"When she was younger, she completed the standard I.Q. tests, but the results weren’t revealed until many years later. Jones said she believes this was because of the faculty’s unjustified perception that her parents would push her too hard."
15,1,1,"TXT","8",0,0,"Jones considered going to continuation school to earn her high school diploma until she discovered it was only an option"
16,0,0,"NA","0",0,0,"\"
17,0,0,"B","0",0,0,
18,0,0,"B","0",0,0,
19,1,1,"PH","0",0,0,"Student Christ! Jones heads for class."
20,1,1,"TXT","8",0,0,"available for those 16 years and older. Although test results placed her at a post-high school level, she would be unable to accumulate the necessary credits for a diploma."
21,1,1,"TXT","9",0,0,"Advised to proceed in her education with an organization for children like herself called Gifted and Talented Education,"
22,0,0,"B","0",0,0,
23,1,1,"PH","0",0,0,"SHIRLEY THOMPSON/Mustang Daily"
24,1,1,"TXT","9",0,0,"Jones seemed to have hit a dead end."
25,1,1,"TXT","10",0,0,"Once the media got wind of Jones’ situation, Dave Snyder, Cal Poly admissions officer, called Jones and offered her his support."
26,1,1,"TXT","11",7,0,"With the completion of a SAT test with a score 70 points See JONES, page 7"
27,1,2,"HL","0",0,0,"A. Senate group to examine faculty merit award funds"
28,1,2,"BL","0",0,0,"By Kim Holweger"
29,1,2,"BL","0",0,0,"staff Writer"
30,1,2,"TXT","1",0,0,"A proposal to channel funds used for faculty merit awards to alternative programs will go before the executive committee of the Academic Senate Tuesday."
31,1,2,"TXT","2",0,0,"The proposal, authored by Academic Senate Chairman Lloyd Lamouria, would eliminate the Meritorious Performance and Professional Promise (MPPP) awards distributed annually to faculty members. It suggests the distribution of funds currently used for the award to “enrich such already established, but inadequately funded, faculty development programs.’’"
32,1,2,"TXT","3",0,0,"These programs include sabbatical leaves, travel funds, grants for research and conferences to be used for professional development."
33,1,2,"TXT","4",0,0,"The 123 awards of $2,500 each are distributed proportionately to the seven schools on campus. Funds were allocated from the state budget to create the MPPP."
34,1,2,"TXT","5",0,0,"Approval by the executive committee would send the proposal to a meeting of the full senate April 14. Although passage of the proposal would not initiate action on the part of the senate, it would represent “the Academic Senate’s stand on the issue,’’ said Lamouria."
35,1,2,"TXT","6",0,0,"Lamouria said the proposal reiterates the position taken by the senate a few years ago."
36,1,2,"TXT","7",0,0,"“We didn’t agree with the MPPP awards to start with,’’ he said. “We feel that they are divisive as far as the faculty goes.’’"
37,1,2,"TXT","8",0,0,"Adelaide Harmon-Elliott, Cal Poly president of the California Faculty Association, said that the MPPP awards were agreed on as a compromise’ during the final round of contract negotiations three years ago. The CFA is a union that serves as the elected bargaining agen\ for Cal"
38,1,2,"TXT","8",0,0,"Poly faculty members."
39,1,2,"TXT","9",0,0,"“The CFA asked for more money for professional develop-"
40,1,2,"TXT","9",0,0,"ment."
41,1,2,"TXT","9",0,0,"said Harmon-Elliott."
42,1,2,"TXT","9",0,0,"“The eSU ^ wanted a merit system. The compromise ended up to be the MPPP.’’ A factfinder settled the dispute with the following agreement:	the"
43,1,2,"TXT","9",0,0,"faculty through the Academic Senate would devise the criteria for the awards, and deans would make the final decision based on faculty input."
44,1,2,"TXT","10",0,0,"Physics professor Thomas Schumann said, however, that faculty members have little input into who receives the awards aside from the nomination of potential recipients. “There’s no clear criteria for the award,’’ he said. “The final decision is President (Warren) Baker’s. He can veto any nominee.’’"
45,1,2,"TXT","11",0,0,"Schumann added that administrators work as a team, and that the Academic Senate accepts what the Administration asks for"
46,1,2,"TXT","12",0,0,"“The decision is made, and you never know who made it or who they discussed it with. The whole thing is very nebulous,’’ he said. “I think there is a possibility of misuse.’’"
47,1,2,"TXT","13",0,0,"Articles appearing in Mustang Daily in May 1985 reported a “purely random selection process’’ used by schools such as Professional Studies to select nominees for approval by the dean. Five of the seven schools, however, said that no random selection process was used. At that time, only 39 awards for a total of nearly $100,000 were given."
48,1,2,"TXT","14","back page",0,"Lamouria said nominations for the award are forwarded by department heads to an elected school committee, which forwards its recommendations to the school dean. If the dean ap-See MERIT, back page"
49,1,3,"HL","0",0,0,"Enduro race held"
50,1,3,"HL","0",0,0,"Poly motorcyclists compete"
51,1,3,"BL","0",0,0,"By Victor Allen"
52,1,3,"BL","0",0,0,"staff Writer"
53,1,3,"TXT","1",0,0,"For the past 37 years a Cal Poly tradition has survived despite a lack of publicity —• a tradition rich with intensity and skill perfect for those who like to live life on the edge."
54,1,3,"TXT","2",0,0,"This tradition, the Hi-Mountain Enduro race, began in 1950 and is an annual event organized by the Cal Poly Penguins Motorcycle Club. March 29, the Enduro race went off without a hitch with more than 4(X) riders participating in the event."
55,1,3,"TXT","3",0,0,"“This is the most challenging event we put on,’’ said Poly Penguins President Kevin Lalor. “It is very intense and demanding"
56,1,3,"ME","0",8,0,"See ENDURO, page 8"
57,1,4,"TXT","1",5,0,"Do Soviet and American governments purposefully cloud communications between their countries and citizens, creating mistrust and misconceptions? See INSIGHT, page 5."
58,1,0,"SH","0",0,0,"IN QUOTES"
59,1,0,"OT","0",0,0,"I’ll support prayer in schools when they put algebra in church."
60,1,0,"OT","0",0,0,"— Fran Leibowitz"
61,0,0,"B","0",0,0,
62,2,0,"PI","0",0,0,"Thursday, April 2,1987"
63,2,0,"SH","0",0,0,"on the street"
64,2,0,"SH","0",0,0,"Will you give money to Poly after graduation?"
65,0,0,"NA","0",0,0,"j >"
66,0,0,"B","0",0,0,
67,2,0,"OT","0",0,0,"Kim Erasmy, art freshman:"
68,2,0,"OT","0",0,0,"If 1 have extra money, it would be a possibility. It depends on my financial status. I would probably donate money to the art department."
69,0,0,"NA","0",0,0,"m"
70,2,0,"OT","0",0,0,"Kelly Pratt, physical education freshman:"
