"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
1,1,0,"HL","0",0,0,"Mustang Daily"
2,1,,,,,,"California Polytechnic State University San Luis Obispo"
3,1,,,,,,"Volume 51, No. 42"
4,1,,,,,,"Wednesday, November 19,1986"
5,1,,,,,,"T caching as career climbs in popularity"
6,1,0,"BL","0",0,0,"By John Grennan"
7,1,0,"BL","0",0,0,"Staff Writer"
8,1,1,"HL","1",0,0,"Teaching has emerged as a popular career choice for many students and the professional studies and education department is being swamped with applications."
9,1,1,"TXT","2",0,0,"Dennis Nulman, associate dean for the School of Professional Studies and Education, said the recent interest in teaching is because of the availability of jobs in the field and a recent state-mandated minimum entry-level salary of about $20,000 a year."
10,1,1,"TXT","3",0,0,"“Both the teachers’ union and the state itself anticipate a big shortage of teachers about five years down the road,’’ said Nulman. “The baby boomers are having children which will create a need for more teachers. Even here in San Luis Obispo there’s talk of reopening schools that have been closed down.’’"
11,1,1,"TXT","4",0,0,"Nulman said his department received 1,200 applications for 400 incoming freshman spots in the undergraduate program and 255 applications for 113 spots in graduate studies. “We increased by 43 percent for fall 1986 from the year before,’’ said Nulman."
12,1,1,"TXT","5",0,0,"“Teaching has gained in status and become more desirable,’’ he added. “Two or three years ago you could just walk in and get a spot (in the department). It’s more popular than ever before.’’"
13,1,1,"TXT","6",0,0,"A positive result of the demand for spots in the program is that the quality of teachers will improve, said Nulman. “The old idea that anybody who wants to be a teacher can be is a bunch of baloney. Not everybody who wants to be a doctor becomes a doctor.’’"
14,1,1,"TXT","7",3,0,"According to Nulman, the department received 270 applications for 39 spots in the liberal studies program for fall 1986, and the minimum GPA See TEACHERS, page 3"
15,1,0,"OT","0",5,0,"Cal Poly teachers who endeavor to write textbooks may find the task Is a lot more than they bargained for. See PULSE, page 5"
16,0,0,"B","0",0,0,
17,1,2,"PH","0",0,0,"Tyler Patterson looks Intently at his computer terminal screen."
18,1,2,"PH","0",0,0,"DOUQ NASCHKE/Muttang Daily"
19,1,2,"HL","0",0,0,"Children benefit from practice on computers"
20,1,2,"PI","0",0,0,"By John Grennan"
21,1,2,"PI","0",0,0,"staff Writer"
22,1,2,"TXT","???",0,0,"parents want to extend their children’s time on the com-"
23,1,2,"TXT","1",0,0,"The wide eyes and squeals of puters.’’ excitement prove that learning This is the first year the procan be exciting for children gram has been equipped with working with computers.	the new computers. Blodget said"
24,1,2,"TXT","2",0,0,"The program is called the the program is fully enrolled and educational technology lab and there is a waiting list. The lab it’s run through the psychology has 12 terminals and offers two and human development one-hour sessions Monday department. Lab director Bob through Thursday. The lab is Blodget said children and open to children ages five to 13 parents alike are enthusiastic and costs $80 per quarter. The"
25,1,2,"TXT","2",0,0,"about the program."
26,1,2,"TXT","3",0,0,"“The kids don’t leave,’’ said Blodget,"
27,1,2,"TXT","???",0,0,"want “and the"
28,1,2,"TXT","4",0,0,"children have their own terminal to and tutor, supplied by the psychology department."
29,1,2,"TXT","5",0,0,"“In a broad sense the goal is for the children to enjoy themselves and learn something,’’ said Blodgert. “But more specifically it’s for the kids to familiarize themselves with computers and work on problem areas of school.'"
30,1,2,"TXT","6",0,0,"“Seventy percent of occupations now require work on a computer,’’ he said, pointing out the long-range advantages of children	familiarizing"
31,1,2,"TXT","6",0,,"themselves with computers."
32,1,2,"TXT","7",0,,"“We chose these computers because they have good graphics"
33,1,2,"TXT","7",0,,"and sound capabilities,’’ he added."
34,1,2,"TXT","8",0,,"The children like the computers for a variety of reasons. Kim, 6, said she likes to type on the computer. “But my favorite part is Winnie the Pooh,’’ she said, referring to the graphics."
35,1,2,"TXT","9",0,,"Said Brock, 11, “It helps me with my school work a lot.’’ Then Brock launched into a discussion with his tutor explaining why he agrees with Darwin’s theory of natural selection."
36,1,0,"SH","0",0,0,"IN QUOTES"
37,1,0,"BQT","0",0,0,"All the wastes in a year from a nuclear power plant could be stored under a desk."
38,1,0,"BQA","0",0,0,"— Ronald Reagan"
39,1,3,"HL","0",0,0,"Border Patrol lacks manpower"
40,1,3,"HL","0",0,0,"New law will make changes"
41,1,3,"BL","0",0,0,"By Rod Santos"
42,1,3,"BL","0",0,0,"staff Writer"
43,1,3,"TXT","1",0,0,"Illegal aliens are a growing problem in San Luis Obispo County, and this growth has been neglected by the federal government, said a border patrol agent with 20 years experience."
44,1,3,"TXT","2",0,0,"However, a new immigration law passed by Congress could change the nature of the job."
45,1,3,"TXT","3",0,,"Currently, Congress has set a limit of four agents to work in the San Liiis Obispo office of the U.S. Border Patrol, said Agent Ray Fuhrmann. The four are responsible for covering the area north to Monterey County, south to Buellton, and east to the San Luis"
46,1,3,"ME","0","back page",0,"See PATROL, back page"
47,0,0,"B","0",0,0,
48,2,0,"PI","0",0,0,"Wednesday. November 19,1986"
49,2,0,"NA","0",0,0,"/"
50,2,0,"NA","0",0,0,"THA 4» EA^Y. WE WERE C-REATEP."
51,2,0,"B","0",0,0,
52,2,0,"NA","0",0,0,"THE KV;S€iAW6 EV^UVEP/i"
53,2,0,"NA","0",0,0,"//"
54,2,0,"NA","0",0,0,"/"
55,2,0,"NA","0",0,0,"t </"
56,2,0,"B","0",0,0,
57,2,0,"NA","0",0,0,"liAST.i»^"
58,2,0,"NA","0",0,0,"<k^"
59,2,4,"SH","0",0,0,"•editorial"
60,2,4,"HL","0",0,0,"Justice is served"
61,2,4,"TXT","1",0,0,"A blow for the rights of AIDS victims was struck Monday when a federal judge in Los Angeles ruled"
62,2,4,"TXT","1",0,0,"that 5-year-old Ryan Thomas should return to the Atascadero school that expelled him."
63,,4,"TXT","2",0,0,"The Thomases fought long and hard to get their son into school. Not long after he was finally enrolled, the young Thomas was involved in an altercation at the school."
64,2,4,"TXT","3",0,0,"Ryan was expelled for biting a classmate during a fight. He was then ordered to undergo psychiatric examinations to determine the reasons for the biting behavior. This was a ridiculous decision. Anyone who has worked with children of that age group can tell you that when a child is bullied he usually fights back. Biting is a common way for kids to retaliate."
65,2,4,"TXT","4",0,0,"The Atascadero School Board expelled Ryan for fear the virus would be transmitted to other students through saliva. Most researchers do not believe AIDS can be transmitted through saliva, though this is not a proven fact. U.S. District Judge Alicemarie Stotler said in her decision, “As well-meaning as the board has tried to be, the medical evidence is that there is nothing to fear from this child.”"
66,2,4,"TXT","5",0,0,"This ruling is important for AIDS victims for two ' reasons. First, they can no longer be discriminated against because of their condition — the same right other handicapped people have. Second, it may help alleviate many irrational fears people have about AIDS. We applaud Judge Stotler’s rational ruling on this emotional issue."
67,2,5,"HL","0",0,0,"A dream becomes a nightmare"
68,2,5,"TXT","1",0,0,"It was in February of this year that the world witnessed the miracle of “People Power” and Corazon Aquino’s revolution in the Philippines. I shall not soon forget the TV images of nuns throwing themselves in front of tanks. But now, nine months later, the miracle is rapidly dying. The fighting has not stopped, and Aquino finds herself in a baptism of fire."
69,2,5,"TXT","2",0,0,"The Philippine nation is now more polarized than ever, with a Communist rebellion continuing unabated. Aquino hurt the Communists by getting rid of their rallying point:	Ferdinand"
70,2,5,"TXT","2",0,0,"Marcos. Perhaps she hoped that the rebels would lay down their arms, but they have in fact intensified the brutality of their attacks, especially in the cities."
71,2,5,"TXT","3",0,0,"Communist-backed labor unions have subjected the fragile Philippine • economy to a number of strikes and work stoppages. All this has angered the military in general, and Defense Minister Juan Ponce Enrile in particular. Enrile wants to unleash more military power to finally end two decades of Communist subversion."
72,2,5,"TXT","4",0,0,"But Aquino is holding back. She believes that the general source of the Communist revolution is the tremendous inequity and poverty in the Philippines, which she is trying to correct. She would like to see the rebels re-integrated into the government, and she made a point of pardoning several jailed Communist leaders after her inauguration. This put her at odds with Enrile and the military almost immediately."
73,2,5,"TXT","5",0,0,"Aquino’s cabinet attempted to"
74,2,5,"HL","0",0,0,"DOWN TO EARTH"
75,2,5,"BL","0",0,0,"Jeff Kelly"
