"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
1,1,0,"NP","0",0,0,"SPORTS MONDAY"
2,1,0,"NP","0",0,0,"Mustang Daily"
3,1,0,"NP","0",0,0,"California Polytechnic State University San Luis Obispo"
4,1,0,"PI","0",0,0,"Volume 52, No.70"
5,1,0,"PI","0",0,0,"Monday, February 8,1988"
6,0,0,"B","0",0,0,
7,0,0,"B","0",0,0,
8,0,0,"B","0",0,0,
9,0,0,"B","0",0,0,
10,0,0,"B","0",0,0,
11,0,0,"NA","0",0,0,"Í tiJ2"
12,0,0,"B","0",0,0,
13,0,0,"NA","0",0,0,"^ ,,l [Tur"
14,0,0,"B","0",0,0,
15,0,0,"NA","0",0,0,"3t^-"
16,0,0,"B","0",0,0,
17,0,0,"B","0",0,0,
18,0,0,"B","0",0,0,
19,0,0,"B","0",0,0,
20,0,0,"B","0",0,0,
21,0,0,"NA","0",0,0,", , V'> n>j' \	_"
22,0,0,"NA","0",0,0,"J .! iv’"
23,0,0,"NA","0",0,0,"I	. ' *,-i	5J¿í , '"
24,0,0,"NA","0",0,0,"film"
25,0,0,"B","0",0,0,
26,0,0,"B","0",0,0,
27,0,0,"NA","0",0,0,"»i"
28,0,0,"B","0",0,0,
29,0,0,"B","0",0,0,
30,0,0,"NA","0",0,0,"lÜi"
31,0,0,"NA","0",0,0,"m"
32,0,0,"B","0",0,0,
33,0,0,"B","0",0,0,
34,0,0,"NA","0",0,0,"m"
35,0,0,"B","0",0,0,
36,0,0,"NA","0",0,0,"a'"
37,0,0,"NA","0",0,0,",i iS -Í"
38,0,0,"NA","0",0,0,"Ili,"
39,0,0,"NA","0",0,0,"-,"
40,0,0,"B","0",0,0,
41,0,0,"B","0",0,0,
42,0,0,"NA","0",0,0,",V' <P^-"
43,0,0,"B","0",0,0,
44,0,0,"NA","0",0,0,"'Ï ■«^X	.1 Í --"
45,0,0,"NA","0",0,0,"J- '^,"
46,0,0,"NA","0",0,0,"ieA,~ !*, Í,"
47,0,0,"B","0",0,0,
48,0,0,"NA","0",0,0,"0"" 7imi"
49,0,0,"NA","0",0,0,"'■M"
50,0,0,"B","0",0,0,
51,0,0,"NA","0",0,0,"gJLwttji^W „"
52,0,0,"B","0",0,0,
53,0,0,"NA","0",0,0,"'Si"
54,0,0,"NA","0",0,0,"f."
55,0,0,"NA","0",0,0,"'•Í: ^"
56,0,0,"NA","0",0,0,"■** '* 'ï"
57,0,0,"B","0",0,0,
58,0,0,"B","0",0,0,
59,0,0,"B","0",0,0,
60,0,0,"NA","0",0,0,"iff"
61,0,0,"NA","0",0,0,"P?;"
62,0,0,"B","0",0,0,
63,0,0,"B","0",0,0,
64,0,0,"NA","0",0,0,"it#;"
65,0,0,"NA","0",0,0,"-Xj"
66,0,0,"NA","0",0,0,"MM"
67,0,0,"B","0",0,0,
68,0,0,"B","0",0,0,
69,0,0,"B","0",0,0,
70,0,0,"NA","0",0,0,"%"
71,0,0,"NA","0",0,0,"i/i'"
72,0,0,"NA","0",0,0,"t ,'%	,*	„"
73,0,0,"NA","0",0,0,"!"
74,0,0,"NA","0",0,0,"'IV"
75,0,0,"NA","0",0,0,"Î ' >; « ' '"
76,0,0,"NA","0",0,0,"',,-v	'■#;"
77,0,0,"NA","0",0,0,"r"""
78,0,0,"NA","0",0,0,"iiftiâ"
79,0,0,"B","0",0,0,
80,0,0,"B","0",0,0,
81,0,0,"NA","0",0,0,"'C<s"
82,0,0,"NA","0",0,0,". *"
83,0,0,"NA","0",0,0,"I"
84,0,0,"B","0",0,0,
85,0,0,"NA","0",0,0,"* '* *î-^"
86,1,3,"PH","0",0,0,"Beginners and experts got together Saturday at the annual Adventure Day to participate in three military-type exercises. The day of events, sponsored by the military science department, included a beginning rappelling course, an orienteering competition and a biathalon (a two-mile run combined with a marksmanship tournament). Rich Steel, officer in charge of Adventure Day, said, “Our mission today is to"
87,1,3,"PH","0",0,0,"train our cadets, recruit new cadets and create an Interface with the rest of campus and the public ... to maintain good relations with everyone and have fun in military kinds of events, also related to civilians.”"
88,1,3,"PH","0",0,0,"The rappelling took place down the tower of the Architecture and Environmental Design Building«"
89,1,1,"HL","0",0,0,"Senate discusses fund-raiser tax"
90,1,1,"PI","0",0,0,"By Alison Skratt"
91,1,1,"PI","0",0,0,"Staff Writer"
92,1,1,"TXT","1",0,0,"Organizations holding charity fund-raisers in the University Union will always have to pay a surcharge to ASI if a senator’s bill passes through the Student Senate."
93,1,1,"TXT","2",0,0,"Senator Andy Herrick’s Bill 88-02 requires a 10 percent charge for all such organizations."
94,1,1,"TXT","3",0,0,"As the rule stands now, according to Resolution 86-28, organizations holding charity fund-raisers in the U.U. can defer the surcharge — 10 percent of their total profit — if they petition the senate and the senate approves."
